1,-2.4,42.27,80.35,61.66,76.03,61.68,71.75,34.4,14.78,0,0,0,0,0,0,0,0.804195,0.074576,-0.575642,0.127596
1,-5.59,18.42,77.76,53.92,70.24,59.24,96.21,39.38,4.6,0,0,0,0,0,0,0,0.714547,0.192813,-0.53838,0.400984
1,-7.73,27.89,74.37,60.79,64.38,58,91.09,40.35,4.65,0,0,0,0,0,0,0,0.603516,0.285401,-0.584438,0.458416
1,-5.54,29.31,74.47,56.2,71.09,55.85,74.66,50.16,3.65,0,0,0,0,0,0,0,0.51655,0.38716,-0.472948,0.577101
1,-5.41,27.62,76.87,57.19,72.21,61.73,91.35,40.35,11.46,0,0,0,0,0,0,0,0.378606,0.510219,-0.360421,0.681749
2,-6.89,27.57,3.93,16.96,77.93,65.44,78.84,33.38,48.16,0,0,0,0,0,0,0,0.803589,0.028072,-0.583745,0.112429
2,-7.46,14.46,33.34,23.64,73.58,60.93,78.42,32.29,32.64,0,0,0,0,0,0,0,0.715652,0.16034,-0.56743,0.372821
2,-8.49,24.46,16.33,14.22,71.65,62.28,79.96,27.23,43.16,0,0,0,0,0,0,0,0.61377,0.253717,-0.588205,0.460944
2,-8.12,20.29,2.83,16.04,65.63,74.74,48.72,35.54,44.24,0,0,0,0,0,0,0,0.553073,0.336979,-0.546113,0.531323
2,-8.6,20.44,4.87,12.53,71.37,73.15,71.78,33.48,48.06,0,0,0,0,0,0,0,0.436771,0.42431,-0.444465,0.65694
3,-7.2,11.63,2.28,18.04,68.87,58.24,69.96,-35.35,-5.31,0,0,0,0,0,0,0,0.803908,0.114744,-0.557861,0.171293
3,-7.95,-1.38,4.21,5.71,65.19,53.46,70.94,-28.66,-3.38,0,0,0,0,0,0,0,0.697207,0.232681,-0.52004,0.435114
3,-8.28,1.15,4.57,6.72,72.11,46.82,76.28,-24.17,-6.27,0,0,0,0,0,0,0,0.580933,0.29146,-0.550046,0.524316
3,-7.65,-3.87,2.35,3.46,73.62,50.29,73.9,-27.11,-6.19,0,0,0,0,0,0,0,0.475113,0.403196,-0.478921,0.617752
3,-8.06,-1.35,3.12,9.39,59.55,52.83,79.17,-28.44,-2.93,0,0,0,0,0,0,0,0.377689,0.454004,-0.382749,0.710444
4,-7.68,3.19,0.8,-1.18,-0.81,-3.64,-1.7,43.38,98.28,0,0,0,0,0,0,0,0.823205,-0.022107,-0.555189,0.116371
4,-8.95,-2.16,2.23,-0.3,17.2,9.69,18.89,21.19,64.03,0,0,0,0,0,0,0,0.720106,0.140266,-0.548619,0.39489
4,-9.67,7.2,1.37,-1.09,-0.12,-3.76,-0.05,50,52.52,0,0,0,0,0,0,0,0.594626,0.224828,-0.583091,0.505804
4,-7.8,-4.2,1.62,0.89,29.68,19.12,29.95,12.05,52.14,0,0,0,0,0,0,0,0.513259,0.322826,-0.524621,0.591947
4,-7.86,-3.7,1.1,-1.97,-0.04,-3.14,0.92,39.33,80.39,0,0,0,0,0,0,0,0.41464,0.376235,-0.471338,0.681413
